index;lat;lang;ortname;locationradius;text;texteng;longtext;longtexteng;zeit;gtater;dtater;alttater;gopfer;dopfer;altopfer;altdiff;link;imglink
94;53,079747;8,833552;Graf-Moltke-Straße / Lothringer Straße;25;"Er pfiff aus dem Auto und machte Knutschgeräusche. Ich zeigte den Mittelfinger. ""Du dumme Schlampe! Fick dich! FICK DICH!""";"He whistled from the car and made kissing noises. I gave him the middle finger. ""You stupid bitch! Fuck you! FUCK YOU!""";"Neulich bin ich Fahrrad gefahren und musste an der Ecke Graf-Moltke-Straße und Lothringer Straße an ein paar haltenden Autos vorbei. Aus dem Fenster des vordersten hat sich ein junger Mann (vielleicht Mitte 20) gelehnt und gepfiffen und Kussgeräusche gemacht. Ich fand das richtig ekelhaft und hab einfach im weiterfahren meinen Mittelfinger hochgehalten. Daraufhin habe ich gehört wie er über die ganze Kreuzung geschrien hat ""Du dumme Schlampe! Fick dich! FICK DICH"".";"The other day I was riding my bike and had to pass a couple of stopping cars at the corner of Graf-Moltke-Straße and Lothringer Straße. Out of the window of the front one, a young man (maybe in his mid-20s) leaned over and whistled and made kissing noises. I thought that was really disgusting and just held up my middle finger while driving on. I then heard him shouting across the whole intersection ""You stupid bitch! Fuck you! FUCK YOU!"".";NAN;m;e;25;w;NAN;NAN;NAN;https://www.instagram.com/p/CfHdpQ_j_RL/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/289293664_1040663619903824_5297640388581503893_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=108&_nc_ohc=H5m3FsIa8zAAX-Vxxg7&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDl_HyokhLNUpOH0E7zzjM1zvml9K4RsIoZVSV0DK_7rQ&oe=65C33A10&_nc_sid=10d13b
95;53,077899;8,800049;Cafe & Bar Celona Schlachte;50;Ich leckte an meinem Eis. Eine Gruppe Männer starrte mich an und tuschelte.;I licked my ice cream. A group of men stared at me and whispered.;Ich bin gerade eben an der Schlachte entlang gelaufen, um mir ein Eis zu holen. Dann lief ich (an meinem Eis leckend) bei Café & Bar Celona vorbei, wo draußen eine Gruppe junger Männer saß. Ich merkte wie sie mich alle anstarrten und hörte wie sie über mich tuschelten. Leider konnte ich nicht verstehen, was gesagt wurde, aber ich nehme mal an, dass es darum ging, dass ich an einem Eis leckte. Ich warf der Gruppe einen genervten Blick zu, trotzdem starrten sie mich weiter an. Ich ging weiter, drehte mich einige Schritte später noch mal um und sie starrten immer noch zu mir rüber und tuschelten.;I just walked along the Schlachte to get me an ice cream. Then I walked (licking my ice cream) past Café & Bar Celona, where a group of young men sat outside. I noticed them all staring at me and heard them whispering about me. Unfortunately, I couldn't understand what was being said, but I'm guessing it was about me licking an ice cream. I gave the group an annoyed look, yet they continued to stare at me. I kept walking, turned around a few steps later and they were still staring at me and whispering.;NAN;m;g;NAN;NAN;NAN;NAN;NAN;https://www.instagram.com/p/Ce6nN72LE4j/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/288737022_372480388209405_8571365969660527597_n.webp?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=1ppNPBSSf5cAX-RB9Rz&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBxMWXi2yE8lYJHNQj3AKzNBt1RzQHT6AEH-4Yu5-41_Q&oe=65C43C48&_nc_sid=10d13b
96;53,077899;8,813090;Weser;100;"Er hat mich nach Geld gefragt. Auf Verneinung fragt er: ""Kommst du dann wenigstens mit mir nach Hause?""";"He asked me for money. When I said no, he asked: ""Will you at least come home with me?""";"Ich saß letztens an der Weser auf einer Parkbank und habe ein Buch gelesen, als ich von einem Mann angesprochen wurde ob ich etwas Geld hätte. Daraufhin hab ich das verneint, weil ich kein Bargeld mit hatte. Danach hat er sich direkt vor mich gestellt und gesagt: ""Kommst du dann wenigstens mit mir nachhause?"" Als ich das auch laut und deutlich verneint habe, hat er nur ""okayyy"" gesagt und ist weiter gelaufen. Da dachte ich auch, wenn ich ihm schon kein Geld gebe, dann kann ich ja wenigstens mit meinem Körper bezahlen oder wie?!";"I sat the other day on the Weser on a park bench and read a book, when I was approached by a man if I had some money. Thereupon I denied it, because I had no cash with me. Then he stood directly in front of me and said, Will you at least come home with me?"" When I also denied this loudly and clearly, he just said ""okayyy"" and kept walking. Since I also thought, if I already give him no money, then I can at least pay with my body or how?!";NAN;m;e;NAN;NAN;NAN;NAN;NAN;https://www.instagram.com/p/Ce0mVi4LYex/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/287601691_756033485427232_4916804540197872879_n.webp?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=iHo0tpIPImMAX8sbAJP&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfAfX5bziJS87nZYW2T_q3tXbyuWKpgw4zbKsQsUcAakmA&oe=65C2FB0E&_nc_sid=10d13b
97;53,072930;8,822690;Sielwallkreuzung;50;"""Ich fick deinen Vater und danach deine Mutter, dann hast du niemanden mehr, der dich beschützen kann.""";"""I'll fuck your father and then your mother, then you'll have no one to protect you.""";"Es war ca. 5.00 Uhr morgens. Ich war gerade mit meiner Mitbewohnerin auf dem nach Hause vom Sielwall. Drei ""Männer"" sind vor uns gelaufen und haben sich zu uns umgedreht und die ganze Zeit versucht Gespräche aufzubauen, wir sind einfach schneller gegangen, sodass wir dann vor denen waren. Die Rufe haben nicht aufgehört, weshalb ich mich dann umgedreht habe und folgendes gesagt habe ""wir haben kein Interesse, also lasst uns in ruhe"" Einer der drei spritzte sein Getränk in unsere Richtung und ein anderer beleidigte unsere Familien mit Sätzen, wie ""ich fick deinen Vater und danach deine Mutter, dann hast du niemanden mehr, der dich beschützen kann"". Ich drehte mich noch einmal um und sagte ""du solltest Frauen lieber respektieren und mit so einer Einstellung kommst du nicht weit"". Schockierend war für uns, dass niemand uns in irgendeiner Art und Weise geholfen hat. Weder die security vom Amelie Club. Noch irgendwer von den Passanten.";"It was around 5 am. I was on my way home from Sielwall location with my roomie. Three ""men"" were walking in front of us and were turning their heads on us, trying to start up conversations, we just walked faster, so we were walking in front of them. The calls didn't stop, which is why I turned around and said the following ""we're not interested, so leave us alone"". One of the three splashed this drink in our direction, one of the others insulted our families with sentences like ""I fuckyour father and then our mother, then you have nobody who can protect you anymore"". I turned around one more time and said ""You better should respect women and with an attitude like that you won't get far"". Shocking to us was that nobody helped in any way. The security of Club Amelie didn't and no one of the passers by.";mo;m;g;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CemcoOXDm87/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/286483000_134660919034311_2137757672282699427_n.webp?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=W4jS_gCVqk0AX_yWW0c&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfB_hsxYbYxr8zUHHUpjQz1afhoAffp3W33cjQm8VmfoMQ&oe=65C3C16B&_nc_sid=10d13b
98;53,073075;8,824654;Steintor;150;Er folgte mir in die Bahn und ins Haus. Dort holte er seinen Penis heraus und schwang ihn herum.;He followed me into the tram and into my house. There he took out his penis and swung it around.;Am Sonntag morgen kam ich vom feiern, stand am Bahnhof und wartete auf die Bahn. Sie stand nicht an der Anzeigetafel deshalb fragt ich einen Mann ob er wüsste wo die Bahn fährt. Zuerst merkte ich nicht, dass es ein Obdachloser ist dies wurde mir im Gespräch mit ihm aber schnell klar. Wir unterhielten uns und die Bahn kam. Er stieg mit mir ein was mir schon komisch vorkam, er setzte sich in meinen 4er und sagte er fährt nur bis zum Steintor mit und steigt dann aus (tat er nicht). Er fragte mich ob ich ihm eine Dusche geben könnte, was ich mehrmals verneinte und mich dafür entschuldigte ich hatte nicht mal Kleingeld für ihn. Als ich die Haustür aufmachte folgte er mir ins Haus, ich drehte mich um und er zog seine Hose runter und schwing seinen Schwanz umher. Ich war geschockt. Ich wurde richtig sauer und sagte er soll sich jetzt verpissen und was er sich dabei denkt. Anstatt ihn rauszuschmeissen floh ich einfach nur in meine Wohnung. Nach 3 mal klingeln ließ er mich endlich in Ruhe. Er weiß nun wo ich wohne und ich fühle mich angeekelt und nicht mehr sicher.;On Sunday morning I came from partying, stood at the station and waited for the train. It was not on the display board so I asked a man if he knew where the train was  going. At first I did not realize that it is a homeless man this became clear to me in conversation with him but quickly. We talked and the train came. He got on with me which seemed weird to me, he sat down in my 4-seater and said he was only going to the Steintor and then got off (he didn't). He asked me if I could give him a shower, which I denied several times and apologized for it I did not even have change for him. When I got out he followed me to the front door. I told him several times to go now and leave me alone. When I opened the front door he followed me into the house, I turned around and he pulled down his pants and swung his dick around. I was shocked. I got really mad and told him to fuck off now and what he was thinking. Instead of kicking him out, I just fled to my apartment. After 3 times ringing he finally left me alone. He now knows where I live and I feel disgusted and no longer safe.;mo;m;e;NAN;NAN;NAN;NAN;NAN;https://www.instagram.com/p/CehNR9_L-s2/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/286845498_566479375045299_4473526806058958680_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=7CCxsNu3vksAX-oJC8n&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfCdA8n5_OF4_IAlg5gKx89eLHqktffOgKYDvMmy9ymIlA&oe=65C40249&_nc_sid=10d13b
99;53,074313;8,788478;Hohentorspark;100;Ich sollte ihn fotografieren, er beleidigte mich und folgte mir.;I was told to photograph him, he insulted me and followed me.;Ich fotografiere gerne in meiner Freizeit, ein Mann hat mich im Hohentorspark/Neustadt gefragt ob ich ihn fotografieren könnte, dies habe ich mehrmals abgelehnt, bis er mich mit seinem Handy versucht hat zu fotografieren oder zu filmen. Ich bin dann weggegangen, später kam er wieder auf mich zu und hat mich nach einer Zigarette gefragt, als ich auch dies ablehnte hat er mich als Rassistin beleidigt. Kurz danach hat er mich von oben bis unten gemustert und meinte ich hätte doch einen schönen Arsch und auch meine Brüste wären sehr schön. Als ich wieder weg ging rief er mir etwas hinterher und nach kurzer Zeit ist er mir wieder gefolgt, da bin ich nach Hause gegangen.;I like to take pictures in my free time. A man asked me in the Hohentorspark/Neustadt location] if I could take a picture of him. I refused several times until he tried to film me with his mobile phone. I then went away. Later he came up to me again and asked me for a cigarette. When I refused this too, he insulted me as a racist. Shortly after that he looked at me and said that I had a nice ass and my breasts were also very nice. When I left again, he shouted something after me and after a short time he followed me again, so I went home.;NAN;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CebueMiLF9p/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/286004452_1181345592642322_3827186152953383996_n.webp?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=DlF8qIOqGBUAX9o-3zd&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDJQ2IE9mjRSe2DqCyEx8kS2JlZalkIEVRlnLaHCc8caw&oe=65C37E39&_nc_sid=10d13b
100;53,075247;8,795894;Langemarckstraße;100;"""Ey, wollt ihr ficken? Nen richtig schönen deutschen Schwanz?""";"""Hey, do you want to fuck? A really nice German cock?""";"Wir sind gegen halb 12 abends an der Langemarckstraße auf Höhe Jacobs entlang Richtung Hochschule nach Hause gelaufen. Direkt nach dem Feministischen Schriftzug an der Wand kamen uns zwei Personen entgegen, sichtlich betrunken und aggressiv. Der Macker hat uns sofort fokussiert, geschrien ""Ey! Wollt ihr ficken? Wollt ihr ficken? Nen schönen deutschen Schwanz?"" und ist uns unangenehm nahe gekommen. Nachdem ich ihm sagte, er soll sich verpissen, ist er uns hinterher gelaufen, hat uns angeschrien und hat uns mit Bier abgespritzt/übergossen. Die zweite weiblich gelesene Person hat den Macker auch noch angefeuert... Wir sind soweit okay und die sind uns zum Glück nicht weiter gefolgt, aber beängstigend war die Situation auf jeden Fall.";"Last night me and a friend of mine had to go through a pretty unpleasant situation. In the evening around 11.30, we were on our ways home along Langemarcksstraße near Jacobs towards the Hochschule. Directly after we passed the femenist lettering on the wall, two people walked towards us, clearly drunk and aggressive. The guy immediately looked at us and shouted: ""Ey! You wanna fuck? A nice, german cock?,, and was unpleasently way too close. After I told him to fuck off, he ran after us, shouted at us and doused us with his beer. The other female looking person with him even encouraged him. Sofar we are doing ok and luckily, they didn't follow us, but nevertheless, the situation was very scary for sure.";n;m;g;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CeYC3yyO6pN/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/285764456_691893931888888_3666125741496972989_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=xpl8FvpxpHsAX98REXJ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfASZW2HXqOiVMCu9cYQjOimTK05h8ukblwE_J8tm7JNww&oe=65C3F1FC&_nc_sid=10d13b
101;53,072053;8,791489;Neustadtswallanlagen / Hochschule Bremen;50;"""So schlanke lange Beine zu haben, ist bestimmt geil."" Ich schrumpfte innerlich zusammen.";"""Having such slim, long legs must be awesome."" I shrank inside.";So oder so ähnlich rief mir der Typ hinterher. (Catcalls kommen immer von hinten, niemand schaut Dir dabei ins Gesicht.) Ich kann mich an den genauen Wortlaut nicht erinnern, aber genau an das Gefühl, das es in mir auslöste. So als würde ich zusammenschrumpfen. Ganz klein werden. Ich überlegte kurz, ob ich mich umdrehe, zurückgehe und ihn zur Rede stelle. Aber ich tat es nicht. Wieso nicht? Weil der Typ betrunken und aggressiv wirkte. Weil ich mich klein fühlte. Weil Wochenende war und ich einfach meinen Spaziergang genießen wollte. Weil ich ihm nicht die Gunst meiner Aufmerksamkeit schenken wollte. Aber dass ich nichts gesagt habe, ließ mich noch mehr zusammenschrumpfen. Ich gefalle mir nicht, wenn ich mir solche Sachen gefallen lasse. Was also tun? Das hier, wenigstens. Und beim nächsten Mal den Mund aufmachen. Hoffentlich. Ort: Neustadtswallanlagen, in der Nähe der Ampel, die über die Langemarckstraße und die Haltestelle Hochschule führt.;The guy shouted that or something similar after me (Catcalling always happens with your back turned, nobody directly looks towards your face). I can't exactly remember the wording but I do remember how it made me feel. Like I would shrink. Become so small. I thought about turning around, going back and cofronting him. But I didn't do it. Why not? Because the guy seemed drunk and aggressive. Because I felt small and powerless. Because it was the weekend and I just wanted to enjoy my walk. Because I didn't want do do him the favour and pay attention to him. But not saying anything made me feel even more small and powerless. I don't like myself when I accept that kind of treatment. So what to do? This, at least! And next time not staying quiet. Hopefully.;NAN;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CeVyY4VLpk6/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/285723267_419282343200479_6478072950083838867_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=107&_nc_ohc=FKGezm0nEP0AX-paek5&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDneoa93ZFOoCNjYBsy30MVQP8SrM_zEtnY8bugpGF3kA&oe=65C367D0&_nc_sid=10d13b
102;53,072645;8,821211;Restaurant Vengo;25;"Er lehnte sich zu mir rüber: ""Ich bin dein schlimmster Albtraum.""";"He leaned over to me, ""I'm your worst nightmare.""";"Am Ostertorsteinweg 91 vor dem Restaurant Vengo ist mir ein offensichtlich stark Betrunkener Mann ungefähr 50 ( ich bin 19) in den Weg gelaufen und hat sich zu mir rüber gelehnt und laut gesagt ""Ich bin dein schlimmster Albtraum"".";"At the Ostertorsteinweg 91 in front of the restaurant Vengo a heavily drunk man nearly at the age of 50 (I'm 19), crossed my way and leaned over: ""I'm your worst nightmare"".";NAN;m;e;50;NAN;NAN;19;31;https://www.instagram.com/p/CeS-Ev9O6tu/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/285587658_169394602138371_1636740090827683058_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=R9f8lzP-iHoAX_QcFOg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBHCKQaAVuwclK62mnBEwOWtIS8UYQY1_9Y9xgMXDTZZQ&oe=65C357E1&_nc_sid=10d13b
103;53,072607;8,823193;Restaurant Tandour;25;"""Hey, ihr Puppen, ihr Süßen, ihr Hübschen, wieso hört ihr nicht?""";"""Hey, dolls, cuties, gorgeous, why don't you listen?""";"Ich bin gerade bei einer Freundin in Bremen. Heute haben wir uns bei Tandour im Siewall 5 Rollos zum Mittag geholt. Zum Warten sind wir ein Stück zur Seite gegangen. Als unser Essen fertig war, wurden wir vom Mitarbeiter des Ladens mehrfach gerufen. Er sagte: ""Hey ihr Puppen, ihr Süßen, ihr Hübschen, wieso hört ihr nicht?"" Als wir dann zu ihm gegangen sind fragte er mehrfach, ob wir unser Essen extra scharf wollen. Wir sagten beide nein. Er lachte und sagte: ""Ihr seid ja auch scharf genug.""";"I'm currently at my friend's in Bremen. Today we have bought 5 Rollos for lunch from Tandour at Sielwall. As we waited for our food, we stepped aside. When our food was ready, one of the workers called for us several times. He said: ""Hey dolls, cuties, gorgeous, why don't you listen?"" When we finally went to him, he asked us repeatedly if we wanted our food to be extra hot. We both said no. He laughed and said: ""You are hot enough anyways"".";m;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CeQXsOrufeI/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/285175386_798912914428865_7116931077172298983_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=lgQCItlWgwgAX9hyDuM&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfCoYbdTZfMQyEsEPKFt-dEsDKy1i92YAWkDPP9hLYDOrA&oe=65C24C9C&_nc_sid=10d13b
104;53,078168;8,792903;Brauerei Beck & Co;100;"""Na, hast du süße Titten? Oh, ja!""";"""Hey, do you have cute tits? Oh, yes!""";"Ich bin gestern Abend spazieren gegangen und war am Deich direkt vor der Becks Brauerei. Da stand ein Auto mit 4 Typen drum herum und ich habe mich direkt unwohl gefühlt, weil ich wusste dass ich an denen vorbeimuss. Und natürlich konnten die nicht an sich halten und der eine meinte zu mir: ""Na, hast du süße Titten? Oh ja!"" Die anderen alle am lachen und ich wollte eigentlich etwas sagen, bin dann aber doch einfach weitergegangen, weil die nunmal zu viert waren und ich nicht wissen konnte, wie die reagieren würden. Aber wie traurig ist das bitte, dass ich aus Angst vor deren Reaktion nicht auf deren scheiß Spruch reagiere und die sich einfach gar keine Gedanken zu machen scheinen, was solche Kommentare und Situationen in uns auslösen.";"I went for a walk last night and was on the dyke in front of the Beck's brewery. There was a car with 4 guys around it and I felt immediately uncomfortable because I knew I had to pass them. And of course they couldn't hold on to each other and one of them said to me: ""Hey, do you have cute tits? Oh, yes!"". The others were all laughing and I wanted to say something, but then I just kept going because there were four of them and I couldn't know how they would react. But how sad is it that I didn't respond to their shitty comments because I was afraid of their reaction and they just don't seem to think about what such comments and situations trigger in us?";a;m;g;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CeNqw_POhI4/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/284729129_468108598406852_2811921035484347455_n.jpg?stp=dst-jpg_e35_p1080x1080&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDg0eDEwODguc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=108&_nc_ohc=nth6HdppSWsAX_ByXaT&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDuxFqui7QsvYlXkyCFWvYRkovwAVhTWt1U9uTB5d1oVA&oe=65C34599&_nc_sid=10d13b
105;53,067399;8,791888;Neustadt;200;"""Hmm… geil! Ich wär auch gerne das Hähnchen, das du da isst.""";"""Hmm... hot! I'd love to be the chicken you're eating there.""";"Ich bin letztens in der Neusi mit einer Freundin spazieren gewesen und hab wahrenddessen mein Falafel Rollo gesnackt. Auf der anderen Straßenseite lief eine männlich gelesene Person entlang und schrie zu uns rüber ""Hmm..Geil! Ich wär auch gerne das Hähnchen, was du da isst."" Die Person konnte mir den Genuss an meinem Falafel Rollo zwar nicht nehmen, es war aber trotzdem super unangenehm.";"Recently, I was on a walk with a friend in Neusi [Neustadt, part of Bremen] while I was snacking on my falafel sandwich. On the other side of the street, a male precieved person walking, shouted ""Mhh... hot! I'd love to be the chicken you're eating there."" The person didn't manage to ruin my appetite but it still was super uncomfortable.";NAN;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/CeHHeKtLKoM/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/284441950_1155775935218387_6038211049391241701_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=aeAO4L-OGoMAX_2yv15&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDRqQLV0a8CTNEF1xouhUlcCnVy8F8enLIlx52gioTkKw&oe=65C3E15E&_nc_sid=10d13b
106;53,080146;8,771003;Aldi Woltmershausen;100;Er starrte mir auf die Brüste. Sein Blick ist mir immer noch unangenehm und es ekelt mich an.;He stared at my breasts. His gaze still makes me uncomfortable and it disgusts me.;Vor einigen Wochen bei Aldi in Woltmershausen erlebt: Ich stehe in der Schlange an Kasse, bin gleich dran, im Laden ist es frisch, draußen noch ziemlich warm. Ich sehe seinen Blick und verstehe es erst nicht. Draußen schaue ich an mir runter und der Ekel überkommt mich. Da es draußen warm ist, trage ich ein Top und aus  Bequemlichkeit einfach einen Sport-BH, der nicht extra gepolstert ist... muss ich mehr sagen? Seitdem vermeide ich den Laden, weil mir sein Blick noch immer unangenehm ist und es mich einfach ekelt.;A few weeks ago I've experienced this at Aldi in Woltmershausen [district of Bremen]: I'm standing in line at the checkout, it's my turn, it's fresh in the store but still pretty warm outside. I see his look and do not understand it at first. Outside, I look down at myself and disgust overcomes me. Since it's warm outside, I'm wearing a top and for convenience just a sports bra that doesn't have extra padding.... do I need to say more? Since then I avoid the store because I'm still uncomfortable with his look and it just disgusts me.;NAN;m;e;NAN;w;NAN;NAN;NAN;https://www.instagram.com/p/Cd9AyFmr3kJ/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/283700566_522930169475699_6536610351288810614_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=oJYdtydEEugAX8exCZz&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBgD5738iuDEYl1Vn39DcTpVpgBOK8L-JsTQpMxrzutCw&oe=65C4148E&_nc_sid=10d13b
107;53,072783;8,823476;ChinChilla Bar;25;Er grapschte mir an die Brust und lachte!;He grabbed my breast and laughed!;Mir ist ein Vorfall, der mir und einer Freundin passiert ist erst letztens wieder eingefallen. Es ist schon so ca. 5-6 Jahre her, wir waren so um die 15 Jahre alt und spät abends im Viertel unterwegs und dann im Chinchilla, als wir da aufgestanden sind haben uns zwei Männer (um die 50 Jahre) angeschnackt, sie waren schon angetrunken. Worum das Gespräch ging wissen wir nicht mehr, meine Freundin kann sich an das Geschehene gar nicht mehr erinnern, wahrscheinlich verdrängt. Jedenfalls grabschte der eine Mann meiner Freundin mit der Hand einfach an ihre Brust und lachte. Ich weiß noch dass wir nicht viel gesagt haben, da wir gar nicht wussten was da gerade passiert ist, waren aber komischerweise auch gar nicht so empört wie wir es wahrscheinlich heute wären. Wir haben es fast akzeptiert als wäre es normal, ich denke wir haben uns wie gelähmt, unterlegen gefühlt. Jetzt würde ich dem Mann eine reinhauen, aber keinen Plan ob ich das heute mit 21 das auch in der Situation machen könnte.;Just recently, I remembered an incident tat happended to me and a friend. It's already ca. 5-6 years ago, we were 15 years old and out in the Viertel [location] late at night and at the ChinChilla [bar], when we got up, two men (about 50 years old) chatted with us, they were already drunk. We can't remember what the conversation was about, my friend can't remember the situatio at all, probably repressed. Anyway, one of the men grabbed my friend's breast and laughed. I remember that we didn't say that much about it, because we didn't comprehend what had just happened, weirdly we weren't even that outraged like we probabaly would be today. We almost just accepted it, as if it was normal, I think we froze and felt inferior. Now, I would punch that guy, but I don't know if I could do it in that situation today, being 21 years old.;a, n;m;g;50;w;NAN;15;35;https://www.instagram.com/p/Cd1VmlarYuH/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/282255756_149658047606273_4216504148785834920_n.webp?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=srH4uBj08MYAX8ZOidZ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDCN3yY_hzwmsCWfvhkruNu3tt8MZwLQTQMU5WedmX4Lw&oe=65C311C2&_nc_sid=10d13b
108;53,072243;8,823675;Kiosk Sielwall;25;"Sie griff mir in den Schritt, kippte ihr. Getränk über sich und meinte: ""Dank dir bin ich jetzt mega feucht"".";"She grabbed my crotch, spilled her drink over herself and said: ""Thanks to you, I'm super wet now"".";"Am Sielwall lief ein Mädchen aus dem Kiosk auf mich zu, sie schien stark alkoholisiert. Sie lief gegen mich griff mir dabei fest in den Schritt aber kippte sich auch zugleich versehentlich ihr Getränk über die Bluse. Eine Entschuldigung gab es nicht. Dafür sagte sie aber ""dank dir bin ich jetzt mega feucht."" zwinkerte mich an und ging dann ohne mich weiter zu beachten.";"At Sielwall a girl ran out of the kiosk towards me, she seemed heavily drunk. She ran against me grabbed me firmly in the crotch but also accidentally tipped her drink over her blouse. There was no apology but she said ""Thanks to you, I'm super wet now."" winked at me and then went without me to pay further attention.";NAN;w;e;NAN;m;NAN;NAN;NAN;https://www.instagram.com/p/CdqhWgjqE3d/?hl=de;https://scontent.cdninstagram.com/v/t51.2885-15/281358464_424810539395871_1644621360353495253_n.webp?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=kr1Gl8Aum90AX985L2B&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDyXjD4pRrhUmzXnXnGKwMH8mWqP_DU8sm-LA0BE8K-yg&oe=65C413B3&_nc_sid=10d13b
